k,naive,max deg,min deg,G_max_rad,G_min_rad,max(c max),min(c max),max(c min),min(c min),cover
1,0.1452055,0.0055698999999999055,0.002795299999999945,0.025179700000000027,0.0246653,0.026472799999999963,0.0323464,0.027019000000000015,0.026825699999999952,0.08408249999999995
2,0.6177275,0.005556099999999953,0.003415600000000074,0.032616700000000165,0.027590299999999957,0.033654300000000026,0.027112400000000036,0.033151299999999884,0.035396900000000064,0.06697050000000004
3,1.0580986000000001,0.004984400000000111,0.004185099999999942,0.03726640000000003,0.026968000000000103,0.036109100000000005,0.02782600000000013,0.036606899999999776,0.03682149999999984,0.06499440000000023
4,3.5458545999999997,0.007745600000000685,0.0042586999999993935,0.06609700000000007,0.0501933999999995,0.0684092999999999,0.05464749999999974,0.05219729999999956,0.04262830000000051,0.10380629999999957
5,6.3082555,0.0047149999999991365,0.0039405000000005685,0.042217499999999575,0.03196840000000023,0.04262170000000154,0.03150549999999974,0.04342899999999972,0.04644370000000109,0.05583110000000069
6,10.8632392,0.004790599999999756,0.004031600000001134,0.04717929999999981,0.034528099999999284,0.04689690000000013,0.035842699999999894,0.04802209999999718,0.05204060000000155,0.05234890000000192
7,19.2216394,0.005184999999997331,0.004261400000004301,0.05150490000000474,0.03760529999999562,0.05071000000000225,0.03782209999999964,0.05306290000000047,0.05725249999999704,0.06465389999999616
8,20.695999999999998,0.005123199999999883,0.0036661999999978434,0.08944999999999936,0.041577700000004825,0.0579301000000072,0.04017910000000313,0.05909409999999582,0.061346000000000345,0.05187209999999709
9,25.9449604,0.00508890000000406,0.003894500000001244,0.15207220000000632,0.05594279999999685,0.07149219999999445,0.06690350000000933,0.08359670000000108,0.07819489999999973,0.054332799999997405
